     3.995 D | Env: stripped "QT_PLUGIN_PATH" "/nix/store/9a63r7wm744vp4hylxqc4431rbhjw3dr-qtwayland-6.10.0/lib/qt-6/plugins:/nix/store/ncpal3v5rzw6snnzq3bh8bdqzhn2c28c-qtdeclarative-6.10.0/lib/qt-6/plugins:/nix/store/2862y52k6j0436yx30y81qf19f56y2vd-qtsvg-6.10.0/lib/qt-6/plugins:/nix/store/035nwyn9za836bmcy0yzj4ys0nwry9dj-qtbase-6.10.0/lib/qt-6/plugins:/nix/store/q5k1icwwdwchmi7gd8w6q6zqxrilnmp6-qtwayland-6.10.0-only-plugins-qml/lib/qt-6/plugins:/nix/store/kf7f10aw4mv2ma0f9wcipmg770xdjqxm-qtbase-6.10.0-only-plugins-qml/lib/qt-6/plugins" to "/nix/store/9a63r7wm744vp4hylxqc4431rbhjw3dr-qtwayland-6.10.0/lib/qt-6/plugins:/nix/store/ncpal3v5rzw6snnzq3bh8bdqzhn2c28c-qtdeclarative-6.10.0/lib/qt-6/plugins:/nix/store/2862y52k6j0436yx30y81qf19f56y2vd-qtsvg-6.10.0/lib/qt-6/plugins:/nix/store/035nwyn9za836bmcy0yzj4ys0nwry9dj-qtbase-6.10.0/lib/qt-6/plugins:/nix/store/q5k1icwwdwchmi7gd8w6q6zqxrilnmp6-qtwayland-6.10.0-only-plugins-qml/lib/qt-6/plugins:/nix/store/kf7f10aw4mv2ma0f9wcipmg770xdjqxm-qtbase-6.10.0-only-plugins-qml/lib/qt-6/plugins"
     3.995 D | Running java checker: "/nix/store/p3bfrj38ikjbv5qvf6j04dprkgzlwsr2-openjdk-17.0.17+10/bin/java" "-jar /nix/store/d2clqcfbhm3cn4nkpz0a7mjhs7li15a4-prismlauncher-unwrapped-9.4/share/PrismLauncher/JavaCheck.jar"
     3.996 W | Entry "" could not be stripped from variable "LD_LIBRARY_PATH"
     3.996 D | Env: stripped "LD_LIBRARY_PATH" "/run/opengl-driver/lib:/nix/store/zmjqwzhgl9hwr8xnk8raj8d50lzkql66-gcc-14.3.0-lib/lib:/nix/store/pi4x21ykq2sp2kn7d6ag1qcq2r9vh9ld-glfw-minecraft-3.4/lib:/nix/store/8yjqk1m8mcsy1fb4sy5wcl44bgq0fmgy-openal-soft-1.24.3/lib:/nix/store/jkr9d5sqkvxyb9nm4n704gjdwkc9cd42-alsa-lib-1.2.14/lib:/nix/store/rymaz3kix2642nb8rl23wk8n0lmcdqkh-libjack2-1.9.22/lib:/nix/store/257525xb5cvv0s718836wql5b2f9vwpb-libpulseaudio-17.0/lib:/nix/store/8d6yp75zdr5zqfb71k84fq7dczwpkf41-pipewire-1.4.9/lib:/nix/store/v0dmz23d6lnzwcrps1sky0q4f0vy6yph-libglvnd-1.7.0/lib:/nix/store/d8ichf2lplx593rnnjlf9i0yimmxr244-libx11-1.8.12/lib:/nix/store/z31661zix58xdmbyrr339msiia1pf3c4-libxcursor-1.2.3/lib:/nix/store/9lhnj4w8lvj3mmlif5yv6xv5d1cb35gg-libxext-1.3.6/lib:/nix/store/z1if2zpg430a41v9jci6z5lpjgskil1g-libxrandr-1.5.4/lib:/nix/store/548chq703v1mya48mh26xylgqb9m3i87-libxxf86vm-1.1.6/lib:/nix/store/k31ib8a2xkhv19d404khgk589kgdiv8f-systemd-minimal-libs-258/lib:/nix/store/z035pkccpi5jv3qdkwsa8h5y0p86ma0w-vulkan-loader-1.4.328.0/lib:/nix/store/jyr6zm92a2hb3mhpr6ld9jqjcgkc5sn9-flite-2.2-lib/lib:/nix/store/asa1kz0xh327z9mnkf0v39j9winbb5cy-gamemode-1.8.2-lib/lib:/nix/store/1g17jf34jnrf4zm3vfcvc2maj9m8nx3d-libusb-1.0.29/lib" to "/run/opengl-driver/lib:/nix/store/zmjqwzhgl9hwr8xnk8raj8d50lzkql66-gcc-14.3.0-lib/lib:/nix/store/pi4x21ykq2sp2kn7d6ag1qcq2r9vh9ld-glfw-minecraft-3.4/lib:/nix/store/8yjqk1m8mcsy1fb4sy5wcl44bgq0fmgy-openal-soft-1.24.3/lib:/nix/store/jkr9d5sqkvxyb9nm4n704gjdwkc9cd42-alsa-lib-1.2.14/lib:/nix/store/rymaz3kix2642nb8rl23wk8n0lmcdqkh-libjack2-1.9.22/lib:/nix/store/257525xb5cvv0s718836wql5b2f9vwpb-libpulseaudio-17.0/lib:/nix/store/8d6yp75zdr5zqfb71k84fq7dczwpkf41-pipewire-1.4.9/lib:/nix/store/v0dmz23d6lnzwcrps1sky0q4f0vy6yph-libglvnd-1.7.0/lib:/nix/store/d8ichf2lplx593rnnjlf9i0yimmxr244-libx11-1.8.12/lib:/nix/store/z31661zix58xdmbyrr339msiia1pf3c4-libxcursor-1.2.3/lib:/nix/store/9lhnj4w8lvj3mmlif5yv6xv5d1cb35gg-libxext-1.3.6/lib:/nix/store/z1if2zpg430a41v9jci6z5lpjgskil1g-libxrandr-1.5.4/lib:/nix/store/548chq703v1mya48mh26xylgqb9m3i87-libxxf86vm-1.1.6/lib:/nix/store/k31ib8a2xkhv19d404khgk589kgdiv8f-systemd-minimal-libs-258/lib:/nix/store/z035pkccpi5jv3qdkwsa8h5y0p86ma0w-vulkan-loader-1.4.328.0/lib:/nix/store/jyr6zm92a2hb3mhpr6ld9jqjcgkc5sn9-flite-2.2-lib/lib:/nix/store/asa1kz0xh327z9mnkf0v39j9winbb5cy-gamemode-1.8.2-lib/lib:/nix/store/1g17jf34jnrf4zm3vfcvc2maj9m8nx3d-libusb-1.0.29/lib"
     3.996 W | Entry "" could not be stripped from variable "QT_PLUGIN_PATH"
     3.996 D | Env: stripped "QT_PLUGIN_PATH" "/nix/store/9a63r7wm744vp4hylxqc4431rbhjw3dr-qtwayland-6.10.0/lib/qt-6/plugins:/nix/store/ncpal3v5rzw6snnzq3bh8bdqzhn2c28c-qtdeclarative-6.10.0/lib/qt-6/plugins:/nix/store/2862y52k6j0436yx30y81qf19f56y2vd-qtsvg-6.10.0/lib/qt-6/plugins:/nix/store/035nwyn9za836bmcy0yzj4ys0nwry9dj-qtbase-6.10.0/lib/qt-6/plugins:/nix/store/q5k1icwwdwchmi7gd8w6q6zqxrilnmp6-qtwayland-6.10.0-only-plugins-qml/lib/qt-6/plugins:/nix/store/kf7f10aw4mv2ma0f9wcipmg770xdjqxm-qtbase-6.10.0-only-plugins-qml/lib/qt-6/plugins" to "/nix/store/9a63r7wm744vp4hylxqc4431rbhjw3dr-qtwayland-6.10.0/lib/qt-6/plugins:/nix/store/ncpal3v5rzw6snnzq3bh8bdqzhn2c28c-qtdeclarative-6.10.0/lib/qt-6/plugins:/nix/store/2862y52k6j0436yx30y81qf19f56y2vd-qtsvg-6.10.0/lib/qt-6/plugins:/nix/store/035nwyn9za836bmcy0yzj4ys0nwry9dj-qtbase-6.10.0/lib/qt-6/plugins:/nix/store/q5k1icwwdwchmi7gd8w6q6zqxrilnmp6-qtwayland-6.10.0-only-plugins-qml/lib/qt-6/plugins:/nix/store/kf7f10aw4mv2ma0f9wcipmg770xdjqxm-qtbase-6.10.0-only-plugins-qml/lib/qt-6/plugins"
     3.996 D | Running java checker: "/nix/store/w89qf2w1biwvy4q9nv9wbwidrxcb260s-openjdk-8u472-b08/bin/java" "-jar /nix/store/d2clqcfbhm3cn4nkpz0a7mjhs7li15a4-prismlauncher-unwrapped-9.4/share/PrismLauncher/JavaCheck.jar"
     4.036 D | STDOUT "os.arch=aarch64\njava.version=21.0.9\njava.vendor=N/A\n"
     4.037 W | STDERR ""
     4.037 D | Java checker finished with status QProcess::NormalExit exit code 0
     4.037 D | Java checker succeeded.
     4.050 D | STDOUT "os.arch=aarch64\njava.version=17.0.17\njava.vendor=N/A\n"
     4.050 W | STDERR ""
     4.050 D | Java checker finished with status QProcess::NormalExit exit code 0
     4.050 D | Java checker succeeded.
     4.075 D | STDOUT "os.arch=aarch64\njava.version=21.0.9\njava.vendor=N/A\n"
     4.075 W | STDERR ""
     4.075 D | Java checker finished with status QProcess::NormalExit exit code 0
     4.075 D | Java checker succeeded.
     4.082 D | STDOUT "os.arch=aarch64\njava.version=1.8.0_472\njava.vendor=Oracle Corporation\n"
     4.082 W | STDERR ""
     4.082 D | Java checker finished with status QProcess::NormalExit exit code 0
     4.083 D | Java checker succeeded.
     4.083 D | Found the following valid Java installations:
     4.083 D |   "21.0.9" "aarch64" "java"
     4.084 D |   "21.0.9" "aarch64" "/nix/store/gxjm3qjq9kyvi5hv7r4s8ngbkg1d94df-openjdk-21.0.9+8/bin/java"
     4.084 D |   "17.0.17" "aarch64" "/nix/store/p3bfrj38ikjbv5qvf6j04dprkgzlwsr2-openjdk-17.0.17+10/bin/java"
     4.084 D |   "1.8.0_472" "aarch64" "/nix/store/w89qf2w1biwvy4q9nv9wbwidrxcb260s-openjdk-8u472-b08/bin/java"
     4.084 W | beginResetModel called on JavaInstallList(0x5555b2313c90) without calling endResetModel first
     4.084 W | beginResetModel called on VersionFilterModel(0x5555b1e6cee0) without calling endResetModel first
     4.084 W | beginResetModel called on VersionProxyModel(0x5555b1e6d1a0) without calling endResetModel first
     4.084 W | endResetModel called on JavaInstallList(0x5555b2313c90) without calling beginResetModel first
     4.084 W | endResetModel called on VersionFilterModel(0x5555b1e6cee0) without calling beginResetModel first
     4.084 W | endResetModel called on VersionProxyModel(0x5555b1e6d1a0) without calling beginResetModel first
     4.086 W | Entry "" could not be stripped from variable "LD_LIBRARY_PATH"
     4.086 D | Env: stripped "LD_LIBRARY_PATH" "/run/opengl-driver/lib:/nix/store/zmjqwzhgl9hwr8xnk8raj8d50lzkql66-gcc-14.3.0-lib/lib:/nix/store/pi4x21ykq2sp2kn7d6ag1qcq2r9vh9ld-glfw-minecraft-3.4/lib:/nix/store/8yjqk1m8mcsy1fb4sy5wcl44bgq0fmgy-openal-soft-1.24.3/lib:/nix/store/jkr9d5sqkvxyb9nm4n704gjdwkc9cd42-alsa-lib-1.2.14/lib:/nix/store/rymaz3kix2642nb8rl23wk8n0lmcdqkh-libjack2-1.9.22/lib:/nix/store/257525xb5cvv0s718836wql5b2f9vwpb-libpulseaudio-17.0/lib:/nix/store/8d6yp75zdr5zqfb71k84fq7dczwpkf41-pipewire-1.4.9/lib:/nix/store/v0dmz23d6lnzwcrps1sky0q4f0vy6yph-libglvnd-1.7.0/lib:/nix/store/d8ichf2lplx593rnnjlf9i0yimmxr244-libx11-1.8.12/lib:/nix/store/z31661zix58xdmbyrr339msiia1pf3c4-libxcursor-1.2.3/lib:/nix/store/9lhnj4w8lvj3mmlif5yv6xv5d1cb35gg-libxext-1.3.6/lib:/nix/store/z1if2zpg430a41v9jci6z5lpjgskil1g-libxrandr-1.5.4/lib:/nix/store/548chq703v1mya48mh26xylgqb9m3i87-libxxf86vm-1.1.6/lib:/nix/store/k31ib8a2xkhv19d404khgk589kgdiv8f-systemd-minimal-libs-258/lib:/nix/store/z035pkccpi5jv3qdkwsa8h5y0p86ma0w-vulkan-loader-1.4.328.0/lib:/nix/store/jyr6zm92a2hb3mhpr6ld9jqjcgkc5sn9-flite-2.2-lib/lib:/nix/store/asa1kz0xh327z9mnkf0v39j9winbb5cy-gamemode-1.8.2-lib/lib:/nix/store/1g17jf34jnrf4zm3vfcvc2maj9m8nx3d-libusb-1.0.29/lib" to "/run/opengl-driver/lib:/nix/store/zmjqwzhgl9hwr8xnk8raj8d50lzkql66-gcc-14.3.0-lib/lib:/nix/store/pi4x21ykq2sp2kn7d6ag1qcq2r9vh9ld-glfw-minecraft-3.4/lib:/nix/store/8yjqk1m8mcsy1fb4sy5wcl44bgq0fmgy-openal-soft-1.24.3/lib:/nix/store/jkr9d5sqkvxyb9nm4n704gjdwkc9cd42-alsa-lib-1.2.14/lib:/nix/store/rymaz3kix2642nb8rl23wk8n0lmcdqkh-libjack2-1.9.22/lib:/nix/store/257525xb5cvv0s718836wql5b2f9vwpb-libpulseaudio-17.0/lib:/nix/store/8d6yp75zdr5zqfb71k84fq7dczwpkf41-pipewire-1.4.9/lib:/nix/store/v0dmz23d6lnzwcrps1sky0q4f0vy6yph-libglvnd-1.7.0/lib:/nix/store/d8ichf2lplx593rnnjlf9i0yimmxr244-libx11-1.8.12/lib:/nix/store/z31661zix58xdmbyrr339msiia1pf3c4-libxcursor-1.2.3/lib:/nix/store/9lhnj4w8lvj3mmlif5yv6xv5d1cb35gg-libxext-1.3.6/lib:/nix/store/z1if2zpg430a41v9jci6z5lpjgskil1g-libxrandr-1.5.4/lib:/nix/store/548chq703v1mya48mh26xylgqb9m3i87-libxxf86vm-1.1.6/lib:/nix/store/k31ib8a2xkhv19d404khgk589kgdiv8f-systemd-minimal-libs-258/lib:/nix/store/z035pkccpi5jv3qdkwsa8h5y0p86ma0w-vulkan-loader-1.4.328.0/lib:/nix/store/jyr6zm92a2hb3mhpr6ld9jqjcgkc5sn9-flite-2.2-lib/lib:/nix/store/asa1kz0xh327z9mnkf0v39j9winbb5cy-gamemode-1.8.2-lib/lib:/nix/store/1g17jf34jnrf4zm3vfcvc2maj9m8nx3d-libusb-1.0.29/lib"
     4.086 W | Entry "" could not be stripped from variable "QT_PLUGIN_PATH"
     4.086 D | Env: stripped "QT_PLUGIN_PATH" "/nix/store/9a63r7wm744vp4hylxqc4431rbhjw3dr-qtwayland-6.10.0/lib/qt-6/plugins:/nix/store/ncpal3v5rzw6snnzq3bh8bdqzhn2c28c-qtdeclarative-6.10.0/lib/qt-6/plugins:/nix/store/2862y52k6j0436yx30y81qf19f56y2vd-qtsvg-6.10.0/lib/qt-6/plugins:/nix/store/035nwyn9za836bmcy0yzj4ys0nwry9dj-qtbase-6.10.0/lib/qt-6/plugins:/nix/store/q5k1icwwdwchmi7gd8w6q6zqxrilnmp6-qtwayland-6.10.0-only-plugins-qml/lib/qt-6/plugins:/nix/store/kf7f10aw4mv2ma0f9wcipmg770xdjqxm-qtbase-6.10.0-only-plugins-qml/lib/qt-6/plugins" to "/nix/store/9a63r7wm744vp4hylxqc4431rbhjw3dr-qtwayland-6.10.0/lib/qt-6/plugins:/nix/store/ncpal3v5rzw6snnzq3bh8bdqzhn2c28c-qtdeclarative-6.10.0/lib/qt-6/plugins:/nix/store/2862y52k6j0436yx30y81qf19f56y2vd-qtsvg-6.10.0/lib/qt-6/plugins:/nix/store/035nwyn9za836bmcy0yzj4ys0nwry9dj-qtbase-6.10.0/lib/qt-6/plugins:/nix/store/q5k1icwwdwchmi7gd8w6q6zqxrilnmp6-qtwayland-6.10.0-only-plugins-qml/lib/qt-6/plugins:/nix/store/kf7f10aw4mv2ma0f9wcipmg770xdjqxm-qtbase-6.10.0-only-plugins-qml/lib/qt-6/plugins"
     4.086 D | Running java checker: "/nix/store/w89qf2w1biwvy4q9nv9wbwidrxcb260s-openjdk-8u472-b08/bin/java" "-Xms512m -Xmx4096m -jar /nix/store/d2clqcfbhm3cn4nkpz0a7mjhs7li15a4-prismlauncher-unwrapped-9.4/share/PrismLauncher/JavaCheck.jar"
     4.144 D | STDOUT "os.arch=aarch64\njava.version=1.8.0_472\njava.vendor=Oracle Corporation\n"
     4.144 W | STDERR ""
     4.144 D | Java checker finished with status QProcess::NormalExit exit code 0
     4.144 D | Java checker succeeded.
    31.946 D | [launcher.task.net.metacache.http]: Saving metacache with 14 entries
    43.074 D | [Theme] <> Icon theme set.
    43.074 D | [Theme] applying theme "System"
    43.129 D | [Theme] <> Application theme set.
    43.130 D | Setting Icons
    43.154 D | Setting Icons
    46.885 D | Setting Cat
    46.885 D | [Theme] applying catpack "teawie"
    46.891 D | Setting Cat
    46.892 D | [Theme] applying catpack "teawie"
    48.737 D | Setting Cat
    48.737 D | [Theme] applying catpack "rory-flat"
    48.739 D | Setting Cat
    48.739 D | [Theme] applying catpack "rory-flat"
    50.186 D | Setting Cat
    50.186 D | [Theme] applying catpack "rory"
    50.189 D | Setting Cat
    50.189 D | [Theme] applying catpack "rory"
    51.876 D | Setting Cat
    51.876 D | [Theme] applying catpack "rory-flat"
    51.878 D | Setting Cat
    51.878 D | [Theme] applying catpack "rory-flat"
    54.014 D | Setting Cat
    54.014 D | [Theme] applying catpack "rory"
    54.017 D | Setting Cat
    54.017 D | [Theme] applying catpack "rory"
    56.162 D | Setting Icons
    56.169 D | Setting Cat
    56.169 D | [Theme] applying catpack "rory"
    56.170 D | [Theme] <> Initializing Icon Themes
    56.170 D | [Theme] Loaded Built-In Icon Theme "pe_colored"
    56.170 D | [Theme] Loaded Built-In Icon Theme "pe_light"
    56.170 D | [Theme] Loaded Built-In Icon Theme "pe_dark"
    56.170 D | [Theme] Loaded Built-In Icon Theme "pe_blue"
    56.171 D | [Theme] Loaded Built-In Icon Theme "breeze_light"
    56.171 D | [Theme] Loaded Built-In Icon Theme "breeze_dark"
    56.171 D | [Theme] Loaded Built-In Icon Theme "OSX"
    56.171 D | [Theme] Loaded Built-In Icon Theme "iOS"
    56.171 D | [Theme] Loaded Built-In Icon Theme "flat"
    56.171 D | [Theme] Loaded Built-In Icon Theme "flat_white"
    56.171 D | [Theme] Loaded Built-In Icon Theme "multimc"
    56.171 D | [Theme] Icon Theme Folder Path:  "/home/chaos/.local/share/PrismLauncher/iconthemes"
    56.171 D | [Theme] <> Icon themes initialized.
    56.171 D | [Theme] <> Initializing Widget Themes
    56.171 D | [Theme] Loading Built-in Theme: "system"
    56.171 D | [Theme] Loading Built-in Theme: "dark"
    56.171 D | [Theme] Loading Built-in Theme: "bright"
    56.171 D | [Theme] <> Initializing System Widget Themes
    56.171 D | [Theme] Loading System Theme: "Windows"
    56.171 D | [Theme] Loading System Theme: "Fusion"
    56.171 D | [Theme] Theme Folder Path:  "/home/chaos/.local/share/PrismLauncher/themes"
    56.171 D | [Theme] <> Widget themes initialized.
    56.171 D | [Theme] CatPacks Folder Path: "/home/chaos/.local/share/PrismLauncher/catpacks"
    60.039 D | [Theme] <> Icon theme set.
    60.039 D | [Theme] applying theme "System"
    60.107 D | [Theme] <> Application theme set.
    60.107 D | Setting Icons
    62.245 D | [Theme] <> Icon theme set.
    62.245 D | [Theme] applying theme "System"
    62.270 D | [Theme] <> Application theme set.
    62.271 D | Setting Icons
    67.542 D | AuthFlow: "Logging in with Microsoft account."
    67.542 D | AuthFlow: "Logging in with Microsoft account(device code)."
    67.542 D | [launcher.task.net.upload]: "{f5458c9c-db89-42d7-a1f5-2d18169be717}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/devicecode"
    69.545 D | [launcher.task.net.upload]: "{f5458c9c-db89-42d7-a1f5-2d18169be717}" Request succeeded: "https://login.microsoftonline.com/consumers/oauth2/v2.0/devicecode"
    71.782 D | Opening URL "https://login.microsoftonline.com/consumers/oauth2/v2.0/authorize?client_id=c36a9fb6-4f2a-41ff-90bd-ae7cc92031eb&code_challenge=Ie0JNmJUQT8X_K3L1CFdPhe3Vo4HOBc8z9ievLA5uo0&code_challenge_method=S256&prompt=select_account&redirect_uri=prismlauncher://oauth/microsoft&response_type=code&scope=XboxLive.SignIn XboxLive.offline_access&state=WTk-0VGz"
    74.950 D | [launcher.task.net.upload]: "{1ad4112f-505f-40f9-89f5-8838b9764f60}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    76.133 C | [launcher.task.net.upload]: "{1ad4112f-505f-40f9-89f5-8838b9764f60}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
    76.133 C | [launcher.task.net.upload]: "{1ad4112f-505f-40f9-89f5-8838b9764f60}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
    76.134 D | [launcher.task.net.upload]: "{1ad4112f-505f-40f9-89f5-8838b9764f60}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    80.946 D | [launcher.task.net.upload]: "{3c9bda29-9b58-46dd-af87-e2d42ed65979}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    81.750 C | [launcher.task.net.upload]: "{3c9bda29-9b58-46dd-af87-e2d42ed65979}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
    81.750 C | [launcher.task.net.upload]: "{3c9bda29-9b58-46dd-af87-e2d42ed65979}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
    81.750 D | [launcher.task.net.upload]: "{3c9bda29-9b58-46dd-af87-e2d42ed65979}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    86.948 D | [launcher.task.net.upload]: "{31b381ec-e455-4d0a-b065-69fefd2ce31f}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    87.587 C | [launcher.task.net.upload]: "{31b381ec-e455-4d0a-b065-69fefd2ce31f}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
    87.587 C | [launcher.task.net.upload]: "{31b381ec-e455-4d0a-b065-69fefd2ce31f}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
    87.587 D | [launcher.task.net.upload]: "{31b381ec-e455-4d0a-b065-69fefd2ce31f}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    92.946 D | [launcher.task.net.upload]: "{48b1a0f6-6e92-43b4-ac18-9ab18a2704e8}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    93.589 C | [launcher.task.net.upload]: "{48b1a0f6-6e92-43b4-ac18-9ab18a2704e8}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
    93.589 C | [launcher.task.net.upload]: "{48b1a0f6-6e92-43b4-ac18-9ab18a2704e8}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
    93.589 D | [launcher.task.net.upload]: "{48b1a0f6-6e92-43b4-ac18-9ab18a2704e8}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    98.946 D | [launcher.task.net.upload]: "{25d2dbb0-1ec3-4d8e-876c-542efa8c3d08}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
    99.539 C | [launcher.task.net.upload]: "{25d2dbb0-1ec3-4d8e-876c-542efa8c3d08}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
    99.539 C | [launcher.task.net.upload]: "{25d2dbb0-1ec3-4d8e-876c-542efa8c3d08}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
    99.539 D | [launcher.task.net.upload]: "{25d2dbb0-1ec3-4d8e-876c-542efa8c3d08}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   104.947 D | [launcher.task.net.upload]: "{27201430-c299-4602-ae7f-6f549c0b0c34}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   105.559 C | [launcher.task.net.upload]: "{27201430-c299-4602-ae7f-6f549c0b0c34}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
   105.559 C | [launcher.task.net.upload]: "{27201430-c299-4602-ae7f-6f549c0b0c34}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
   105.559 D | [launcher.task.net.upload]: "{27201430-c299-4602-ae7f-6f549c0b0c34}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   110.947 D | [launcher.task.net.upload]: "{f85b29b0-5496-42d0-9971-389607a8634d}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   112.690 C | [launcher.task.net.upload]: "{f85b29b0-5496-42d0-9971-389607a8634d}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
   112.690 C | [launcher.task.net.upload]: "{f85b29b0-5496-42d0-9971-389607a8634d}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
   112.690 D | [launcher.task.net.upload]: "{f85b29b0-5496-42d0-9971-389607a8634d}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   117.947 D | [launcher.task.net.upload]: "{3539b65f-26e8-47cd-b822-e8f41b34f616}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   118.644 C | [launcher.task.net.upload]: "{3539b65f-26e8-47cd-b822-e8f41b34f616}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
   118.644 C | [launcher.task.net.upload]: "{3539b65f-26e8-47cd-b822-e8f41b34f616}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
   118.644 D | [launcher.task.net.upload]: "{3539b65f-26e8-47cd-b822-e8f41b34f616}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   123.947 D | [launcher.task.net.upload]: "{0b26437e-f10b-4c6a-9d14-f1c7df805dce}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   124.601 C | [launcher.task.net.upload]: "{0b26437e-f10b-4c6a-9d14-f1c7df805dce}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
   124.601 C | [launcher.task.net.upload]: "{0b26437e-f10b-4c6a-9d14-f1c7df805dce}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
   124.601 D | [launcher.task.net.upload]: "{0b26437e-f10b-4c6a-9d14-f1c7df805dce}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   129.947 D | [launcher.task.net.upload]: "{07352ae5-f1f6-42fd-9da3-e86b98b3fb71}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   131.513 C | [launcher.task.net.upload]: "{07352ae5-f1f6-42fd-9da3-e86b98b3fb71}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
   131.514 C | [launcher.task.net.upload]: "{07352ae5-f1f6-42fd-9da3-e86b98b3fb71}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
   131.514 D | [launcher.task.net.upload]: "{07352ae5-f1f6-42fd-9da3-e86b98b3fb71}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   136.946 D | [launcher.task.net.upload]: "{e56a794f-a869-4453-a586-6c5534baf82a}" Running  "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
   137.707 C | [launcher.task.net.upload]: "{e56a794f-a869-4453-a586-6c5534baf82a}" Failed "https://login.microsoftonline.com/consumers/oauth2/v2.0/token" with reason QNetworkReply::ProtocolInvalidOperationError
   137.707 C | [launcher.task.net.upload]: "{e56a794f-a869-4453-a586-6c5534baf82a}" HTTP Status 400 ;error "Error transferring https://login.microsoftonline.com/consumers/oauth2/v2.0/token - server replied: "
   137.707 D | [launcher.task.net.upload]: "{e56a794f-a869-4453-a586-6c5534baf82a}" Request failed in previous step: "https://login.microsoftonline.com/consumers/oauth2/v2.0/token"
